time_data,waveform
0.010521292799999998,1.93359
0.010521599999999999,1.88672
0.0105219072,1.89453
0.0105222144,1.91016
0.010522521600000001,1.92578
0.010522828799999998,1.89453
0.010523135999999999,1.92578
0.0105234432,1.90234
0.0105237504,1.88672
0.010524057600000001,1.91797
0.010524364799999998,1.88672
0.010524671999999999,1.88672
0.0105249792,1.90234
0.0105252864,1.88672
0.0105255936,1.89453
0.010525900799999998,1.91797
0.010526207999999999,1.91016
0.0105265152,1.89453
0.0105268224,1.89453
0.0105271296,1.89453
0.010527436799999998,1.89453
0.010527743999999999,1.91797
0.0105280512,1.91016
0.0105283584,1.89453
0.0105286656,1.88672
0.010528972799999998,1.89453
0.010529279999999999,1.89453
0.0105295872,1.92578
0.0105298944,1.90234
0.0105302016,1.90234
0.010530508800000001,1.90234
0.010530815999999998,1.91797
0.010531123199999999,1.91797
0.0105314304,1.89453
0.0105317376,1.90234
0.010532044800000001,1.91797
0.010532351999999998,1.90234
0.010532659199999999,1.90234
0.0105329664,1.90234
0.0105332736,1.90234
0.010533580800000001,1.91797
0.010533887999999998,1.89453
0.010534195199999999,1.91797
0.0105345024,1.91016
0.0105348096,1.91797
0.010535116800000001,1.91016
0.010535423999999998,1.89453
0.010535731199999999,1.91016
0.0105360384,1.90234
0.0105363456,1.90234
0.0105366528,1.90234
0.010536959999999998,1.90234
0.010537267199999999,1.90234
0.0105375744,1.91016
0.0105378816,1.91016
0.0105381888,1.91016
0.010538495999999998,1.88672
0.010538803199999999,1.91797
0.0105391104,1.93359
0.0105394176,1.88672
0.0105397248,1.91016
0.010540031999999998,1.91016
0.010540339199999998,1.92578
0.0105406464,1.88672
0.0105409536,1.91016
0.0105412608,1.91016
0.010541568000000001,1.91016
0.010541875199999998,1.92578
0.010542182399999999,1.90234
0.0105424896,1.89453
0.0105427968,1.90234
0.010543104000000001,1.91016
0.010543411199999998,1.91016
0.010543718399999999,1.89453
0.0105440256,1.89453
0.0105443328,1.93359
0.010544640000000001,1.94922
0.010544947199999998,1.91797
0.010545254399999999,1.91797
0.0105455616,1.92578
0.0105458688,1.93359
0.010546176,1.91797
0.010546483199999998,1.88672
0.010546790399999999,1.93359
0.0105470976,1.91016
0.0105474048,1.90234
0.010547712,1.91016
0.010548019199999998,1.88672
0.010548326399999999,1.87891
0.0105486336,1.91016
0.0105489408,1.89453
0.010549248,1.91016
0.010549555199999998,1.92578
0.010549862399999999,1.91016
0.0105501696,1.91797
0.0105504768,1.91016
0.010550784,1.88672
0.010551091200000001,1.92578
0.010551398399999998,1.91797
0.010551705599999999,1.91797
0.0105520128,1.89453
0.01055232,1.93359
0.010552627200000001,1.90234
0.010552934399999998,1.90234
0.010553241599999999,1.93359
0.0105535488,1.90234
0.010553856,1.91797
0.010554163200000001,1.90234
0.010554470399999998,1.88672
0.010554777599999999,1.90234
0.0105550848,1.92578
0.010555392,1.91797
0.010555699200000001,1.87109
0.010556006399999998,1.89453
0.010556313599999999,1.91016
0.0105566208,1.91016
0.010556928,1.91016
0.0105572352,1.89453
0.010557542399999998,1.91016
0.010557849599999999,1.89453
0.0105581568,1.91797
0.010558464,1.92578
0.0105587712,1.92578
0.010559078399999998,1.91016
0.010559385599999999,1.90234
0.0105596928,1.89453
0.01056,1.87891
0.0105603072,1.92578
0.010560614399999998,1.91016
0.010560921599999998,1.91797
0.0105612288,1.94141
0.010561536,1.91016
0.0105618432,1.90234
0.010562150400000001,1.91016
0.010562457599999998,1.92578
0.010562764799999999,1.91797
0.010563072,1.92578
0.0105633792,1.94922
0.010563686400000001,1.93359
0.010563993599999998,1.91016
0.010564300799999999,1.90234
0.010564608,1.93359
0.0105649152,1.92578
0.010565222400000001,1.91016
0.010565529599999998,1.87891
0.010565836799999999,1.91797
0.010566144,1.91797
0.0105664512,1.88672
0.010566758400000001,1.87891
0.010567065599999998,1.89453
0.010567372799999999,1.92578
0.01056768,1.90234
0.0105679872,1.91797
0.0105682944,1.90234
0.010568601599999998,1.91016
0.010568908799999999,1.92578
0.010569216,1.91016
0.0105695232,1.94141
0.0105698304,1.93359
0.010570137599999998,1.91016
0.010570444799999999,1.91797
0.010570752,1.93359
0.0105710592,1.92578
0.0105713664,1.89453
0.010571673599999998,1.87891
0.010571980799999998,1.91797
0.010572287999999999,1.89453
0.0105725952,1.91797
0.0105729024,1.91016
0.010573209600000001,1.89453
0.010573516799999998,1.91016
0.010573823999999999,1.91016
0.0105741312,1.91016
0.0105744384,1.91016
0.010574745600000001,1.93359
0.010575052799999998,1.91797
0.010575359999999999,1.89453
0.0105756672,1.91797
0.0105759744,1.93359
0.010576281600000001,1.91797
0.010576588799999998,1.91797
0.010576895999999999,1.91016
0.0105772032,1.93359
0.0105775104,1.93359
0.0105778176,1.92578
0.010578124799999998,1.90234
0.010578431999999999,1.93359
0.0105787392,1.91797
0.0105790464,1.92578
0.0105793536,1.92578
0.010579660799999998,1.89453
0.010579967999999999,1.90234
0.0105802752,1.92578
0.0105805824,1.93359
0.0105808896,1.92578
0.010581196799999998,1.92578
0.010581503999999999,1.93359
0.0105818112,1.91797
0.0105821184,1.91797
0.0105824256,1.91016
0.010582732800000001,1.92578
0.010583039999999998,1.94141
0.010583347199999999,1.94922
0.0105836544,1.91016
0.0105839616,1.90234
0.010584268800000001,1.89453
0.010584575999999998,1.93359
0.010584883199999999,1.91016
0.0105851904,1.88672
0.0105854976,1.94141
0.010585804800000001,1.91797
0.010586111999999998,1.91797
0.010586419199999999,1.94141
0.0105867264,1.93359
0.0105870336,1.92578
0.010587340800000001,1.90234
0.010587647999999998,1.91016
0.010587955199999999,1.93359
0.0105882624,1.94141
0.0105885696,1.93359
0.0105888768,1.90234
0.010589183999999998,1.92578
0.010589491199999999,1.91797
0.0105897984,1.91797
0.0105901056,1.93359
0.0105904128,1.91797
0.010590719999999998,1.91797
0.010591027199999999,1.91016
0.0105913344,1.89453
0.0105916416,1.91797
0.0105919488,1.93359
0.010592255999999998,1.92578
0.010592563199999998,1.94141
0.0105928704,1.91797
0.0105931776,1.93359
0.0105934848,1.90234
0.010593792000000001,1.91797
0.010594099199999998,1.87891
0.010594406399999999,1.90234
0.0105947136,1.90234
0.0105950208,1.91797
0.010595328000000001,1.91797
0.010595635199999998,1.90234
0.010595942399999999,1.91797
0.0105962496,1.90234
0.0105965568,1.94141
0.010596864000000001,1.91797
0.010597171199999998,1.91016
0.010597478399999999,1.91797
0.0105977856,1.91016
0.0105980928,1.90234
0.010598400000000001,1.91797
0.010598707199999998,1.88672
0.010599014399999999,1.91797
0.0105993216,1.91797
0.0105996288,1.89453
0.010599936,1.93359
0.010600243199999998,1.91797
0.010600550399999999,1.93359
0.0106008576,1.94141
0.0106011648,1.93359
0.010601472,1.89453
0.010601779199999998,1.91016
0.010602086399999999,1.91797
0.0106023936,1.89453
0.0106027008,1.91016
0.010603008,1.90234
0.010603315199999998,1.93359
0.010603622399999998,1.92578
0.010603929599999999,1.93359
0.0106042368,1.93359
0.010604544,1.90234
0.010604851200000001,1.90234
0.010605158399999998,1.94141
0.010605465599999999,1.89453
0.0106057728,1.92578
0.01060608,1.91016
0.010606387200000001,1.89453
0.010606694399999998,1.93359
0.010607001599999999,1.91797
0.0106073088,1.91797
0.010607616,1.91016
0.010607923200000001,1.91016
0.010608230399999998,1.91016
0.010608537599999999,1.90234
0.0106088448,1.93359
0.010609152,1.91016
0.0106094592,1.91016
0.010609766399999998,1.91016
0.010610073599999999,1.94922
0.0106103808,1.92578
0.010610688,1.96484
0.0106109952,1.93359
0.010611302399999998,1.91797
0.010611609599999999,1.93359
0.0106119168,1.91797
0.010612224,1.94141
0.0106125312,1.93359
0.010612838399999998,1.91797
0.010613145599999999,1.90234
0.0106134528,1.91797
0.01061376,1.91797
0.0106140672,1.93359
0.010614374400000001,1.91797
0.010614681599999998,1.92578
0.010614988799999999,1.91797
0.010615296,1.94922
0.0106156032,1.93359
0.010615910400000001,1.93359
0.010616217599999998,1.91797
0.010616524799999999,1.94141
0.010616832,1.91797
0.0106171392,1.91797
0.010617446400000001,1.92578
0.010617753599999998,1.91797
0.010618060799999999,1.90234
0.010618368,1.93359
0.0106186752,1.93359
0.010618982400000001,1.90234
0.010619289599999998,1.91016
0.010619596799999999,1.94141
0.010619904,1.91797
0.0106202112,1.92578
0.0106205184,1.88672
0.010620825599999998,1.92578
0.010621132799999999,1.91797
0.01062144,1.94141
0.0106217472,1.91797
0.0106220544,1.91797
0.010622361599999998,1.90234
0.010622668799999999,1.90234
0.010622976,1.94922
0.0106232832,1.93359
0.0106235904,1.91797
0.010623897599999998,1.91016
0.010624204799999998,1.87891
0.010624512,1.91797
0.0106248192,1.91797
0.0106251264,1.91797
0.010625433600000001,1.94141
0.010625740799999998,1.90234
0.010626047999999999,1.94141
0.0106263552,1.92578
0.0106266624,1.91797
0.010626969600000001,1.94141
0.010627276799999998,1.91797
0.010627583999999999,1.93359
0.0106278912,1.94922
0.0106281984,1.93359
0.010628505600000001,1.93359
0.010628812799999998,1.94141
0.010629119999999999,1.94141
0.0106294272,1.91797
0.0106297344,1.93359
0.010630041600000001,1.92578
0.010630348799999998,1.91016
0.010630655999999999,1.94141
0.0106309632,1.89453
0.0106312704,1.94922
0.0106315776,1.91797
0.010631884799999998,1.92578
0.010632191999999999,1.91797
0.0106324992,1.92578
0.0106328064,1.91797
0.0106331136,1.92578
0.010633420799999998,1.91797
0.010633727999999999,1.94141
0.0106340352,1.92578
0.0106343424,1.92578
0.0106346496,1.91797
0.010634956799999998,1.93359
0.010635263999999998,1.93359
0.010635571199999999,1.93359
0.0106358784,1.92578
0.0106361856,1.94141
0.010636492800000001,1.93359
0.010636799999999998,1.91016
0.010637107199999999,1.93359
0.0106374144,1.94141
0.0106377216,1.94922
0.010638028800000001,1.94922
0.010638335999999998,1.95703
0.010638643199999999,1.91797
0.0106389504,1.90234
0.0106392576,1.92578
0.010639564800000001,1.95703
0.010639871999999998,1.93359
0.010640179199999999,1.94141
0.0106404864,1.90234
0.0106407936,1.91797
0.0106411008,1.93359
0.010641407999999998,1.93359
0.010641715199999999,1.91016
0.0106420224,1.94922
0.0106423296,1.92578
0.0106426368,1.93359
0.010642943999999998,1.91797
0.010643251199999999,1.93359
0.0106435584,1.92578
0.0106438656,1.91016
0.0106441728,1.92578
0.010644479999999998,1.92578
0.010644787199999999,1.93359
0.0106450944,1.93359
0.0106454016,1.91797
0.0106457088,1.93359
0.010646016000000001,1.93359
0.010646323199999998,1.94922
0.010646630399999999,1.91016
0.0106469376,1.96484
0.0106472448,1.94141
0.010647552000000001,1.94922
0.010647859199999998,1.94922
0.010648166399999999,1.92578
0.0106484736,1.93359
0.0106487808,1.93359
0.010649088000000001,1.91016
0.010649395199999998,1.94141
0.010649702399999999,1.92578
0.0106500096,1.91797
0.0106503168,1.90234
0.010650624000000001,1.92578
0.010650931199999998,1.91797
0.010651238399999999,1.92578
0.0106515456,1.92578
0.0106518528,1.93359
0.01065216,1.94922
0.010652467199999998,1.93359
0.010652774399999999,1.93359
0.0106530816,1.94141
0.0106533888,1.94141
0.010653696,1.92578
0.010654003199999998,1.91797
0.010654310399999999,1.94922
0.0106546176,1.92578
0.0106549248,1.92578
0.010655232,1.90234
0.010655539199999998,1.91797
0.010655846399999998,1.94141
0.0106561536,1.94141
0.0106564608,1.94922
0.010656768,1.93359
0.010657075200000001,1.93359
0.010657382399999998,1.94922
0.010657689599999999,1.92578
0.0106579968,1.93359
0.010658304,1.94141
0.010658611200000001,1.93359
0.010658918399999998,1.95703
0.010659225599999999,1.94141
0.0106595328,1.94922
0.01065984,1.92578
0.010660147200000001,1.92578
